transaction_id,timestamp,customer_id,amount,currency,merchant_category,payment_method,country,device_type,is_international,is_fraud
2733,2026-01-10 11:40:00,932,22.08,USD,electronics,card,AR,mobile,0,0
2734,2026-01-10 11:45:00,215,107.77,USD,groceries,bank_transfer,US,tablet,1,0
2735,2026-01-10 11:50:00,448,19.59,USD,online_services,bank_transfer,CO,mobile,1,0
2736,2026-01-10 11:55:00,140,7.06,USD,entertainment,pix,CL,mobile,1,0
2737,2026-01-10 12:00:00,575,16.8,USD,restaurants,card,BR,mobile,1,0
2738,2026-01-10 12:05:00,189,124.81,USD,groceries,bank_transfer,BR,desktop,0,0
2739,2026-01-10 12:10:00,493,76.11,USD,travel,card,BR,mobile,0,0
2740,2026-01-10 12:15:00,345,25.66,USD,groceries,card,CL,desktop,1,0
2741,2026-01-10 12:20:00,186,130.75,USD,travel,pix,US,mobile,1,0
2742,2026-01-10 12:25:00,97,69.96,USD,electronics,pix,BR,mobile,0,0
2743,2026-01-10 12:30:00,513,25.37,USD,online_services,card,BR,mobile,0,0
2744,2026-01-10 12:35:00,948,28.05,USD,electronics,pix,CL,mobile,1,0
2745,2026-01-10 12:40:00,199,46.03,USD,electronics,pix,BR,mobile,0,0
2746,2026-01-10 12:45:00,405,14.41,USD,travel,card,BR,mobile,0,0
2747,2026-01-10 12:50:00,225,33.26,USD,online_services,card,BR,tablet,0,0
2748,2026-01-10 12:55:00,809,45.08,USD,entertainment,pix,CL,mobile,1,0
2749,2026-01-10 13:00:00,415,6.13,USD,entertainment,digital_wallet,AR,mobile,1,0
2750,2026-01-10 13:05:00,975,27.4,USD,transport,bank_transfer,US,desktop,1,0
2751,2026-01-10 13:10:00,246,24.46,USD,electronics,card,BR,mobile,0,0
2752,2026-01-10 13:15:00,81,92.58,USD,restaurants,pix,BR,mobile,1,0
2753,2026-01-10 13:20:00,583,5.24,USD,electronics,bank_transfer,MX,desktop,1,0
2754,2026-01-10 13:25:00,652,22.61,USD,utilities,card,PT,desktop,1,0
2755,2026-01-10 13:30:00,991,20.46,USD,groceries,pix,BR,mobile,1,0
2756,2026-01-10 13:35:00,872,86.49,USD,restaurants,card,US,tablet,1,0
2757,2026-01-10 13:40:00,885,31.7,USD,travel,pix,CO,mobile,1,0
2758,2026-01-10 13:45:00,635,199.56,USD,utilities,card,US,mobile,1,0
2759,2026-01-10 13:50:00,360,64.21,USD,online_services,card,BR,mobile,1,0
2760,2026-01-10 13:55:00,430,21.97,USD,travel,card,BR,desktop,1,0
2761,2026-01-10 14:00:00,134,42.08,USD,entertainment,card,BR,mobile,0,0
2762,2026-01-10 14:05:00,432,23.24,USD,transport,card,CO,mobile,1,0
2763,2026-01-10 14:10:00,365,78.21,USD,electronics,card,US,mobile,1,0
2764,2026-01-10 14:15:00,36,8.74,USD,transport,pix,AR,mobile,1,0
2765,2026-01-10 14:20:00,205,14.53,USD,groceries,card,BR,mobile,0,0
2766,2026-01-10 14:25:00,535,52.23,USD,transport,card,BR,mobile,1,0
2767,2026-01-10 14:30:00,370,112.82,USD,restaurants,card,AR,desktop,0,0
2768,2026-01-10 14:35:00,994,3.66,USD,travel,digital_wallet,US,mobile,1,0
2769,2026-01-10 14:40:00,479,130.9,USD,utilities,card,BR,mobile,1,0
2770,2026-01-10 14:45:00,959,28.79,USD,online_services,pix,CL,mobile,1,0
2771,2026-01-10 14:50:00,661,5.03,USD,online_services,card,AR,desktop,1,0
2772,2026-01-10 14:55:00,41,1.65,USD,transport,card,US,mobile,1,0
2773,2026-01-10 15:00:00,204,7.18,USD,online_services,bank_transfer,MX,mobile,1,0
2774,2026-01-10 15:05:00,706,32.47,USD,online_services,pix,BR,mobile,0,0
2775,2026-01-10 15:10:00,546,31.0,USD,travel,pix,CL,mobile,1,0
2776,2026-01-10 15:15:00,302,62.38,USD,restaurants,card,MX,desktop,1,0
2777,2026-01-10 15:20:00,523,19.12,USD,utilities,card,US,mobile,1,0
2778,2026-01-10 15:25:00,903,10.93,USD,groceries,card,AR,mobile,1,0
2779,2026-01-10 15:30:00,389,21.91,USD,transport,card,BR,desktop,0,0
2780,2026-01-10 15:35:00,46,34.25,USD,travel,digital_wallet,AR,mobile,1,0
2781,2026-01-10 15:40:00,311,41.71,USD,utilities,card,CL,mobile,1,0
2782,2026-01-10 15:45:00,936,15.04,USD,online_services,card,BR,mobile,0,0
2783,2026-01-10 15:50:00,762,81.57,USD,utilities,card,PT,desktop,1,0
2784,2026-01-10 15:55:00,838,17.79,USD,electronics,card,BR,desktop,0,0
2785,2026-01-10 16:00:00,912,13.88,USD,groceries,card,US,mobile,1,0
2786,2026-01-10 16:05:00,118,19.25,USD,utilities,card,BR,mobile,1,0
2787,2026-01-10 16:10:00,283,97.01,USD,utilities,digital_wallet,BR,mobile,0,0
2788,2026-01-10 16:15:00,60,29.0,USD,electronics,pix,AR,mobile,1,0
2789,2026-01-10 16:20:00,5,16.54,USD,travel,card,CL,mobile,1,0
2790,2026-01-10 16:25:00,835,83.61,USD,utilities,card,US,mobile,1,0
2791,2026-01-10 16:30:00,937,282.24,USD,restaurants,pix,AR,mobile,1,0
2792,2026-01-10 16:35:00,156,40.84,USD,utilities,card,BR,mobile,1,0
2793,2026-01-10 16:40:00,723,113.73,USD,travel,bank_transfer,US,mobile,1,0
2794,2026-01-10 16:45:00,535,93.32,USD,entertainment,pix,AR,tablet,1,0
2795,2026-01-10 16:50:00,70,18.07,USD,restaurants,pix,BR,mobile,1,0
2796,2026-01-10 16:55:00,916,34.01,USD,travel,pix,US,desktop,1,0
2797,2026-01-10 17:00:00,872,9.18,USD,transport,card,BR,mobile,1,0
2798,2026-01-10 17:05:00,568,26.98,USD,travel,card,BR,mobile,0,0
2799,2026-01-10 17:10:00,708,17.7,USD,travel,pix,AR,mobile,0,0
2800,2026-01-10 17:15:00,398,22.13,USD,online_services,card,CL,tablet,1,0
2801,2026-01-10 17:20:00,793,15.64,USD,entertainment,card,AR,desktop,1,0
2802,2026-01-10 17:25:00,446,24.85,USD,travel,digital_wallet,US,mobile,1,0
2803,2026-01-10 17:30:00,990,56.39,USD,electronics,bank_transfer,BR,mobile,0,0
2804,2026-01-10 17:35:00,64,29.39,USD,transport,card,PT,mobile,1,0
2805,2026-01-10 17:40:00,173,5.13,USD,entertainment,bank_transfer,BR,mobile,1,0
2806,2026-01-10 17:45:00,969,15.7,USD,online_services,card,BR,mobile,1,1
2807,2026-01-10 17:50:00,289,7.25,USD,travel,bank_transfer,BR,desktop,0,0
2808,2026-01-10 17:55:00,311,42.27,USD,entertainment,card,BR,mobile,0,0
2809,2026-01-10 18:00:00,792,54.78,USD,transport,pix,BR,desktop,0,0
2810,2026-01-10 18:05:00,190,42.8,USD,travel,pix,US,mobile,1,0
2811,2026-01-10 18:10:00,514,15.07,USD,travel,card,MX,mobile,1,0
2812,2026-01-10 18:15:00,287,42.39,USD,entertainment,digital_wallet,CO,mobile,1,0
2813,2026-01-10 18:20:00,198,20.69,USD,transport,card,BR,desktop,1,0
2814,2026-01-10 18:25:00,965,10.61,USD,transport,digital_wallet,US,mobile,1,0
2815,2026-01-10 18:30:00,200,69.54,USD,transport,card,BR,mobile,0,0
2816,2026-01-10 18:35:00,95,75.04,USD,electronics,card,CO,mobile,1,0
2817,2026-01-10 18:40:00,674,85.53,USD,transport,card,CO,mobile,1,0
2818,2026-01-10 18:45:00,868,18.02,USD,restaurants,card,BR,mobile,1,0
2819,2026-01-10 18:50:00,128,107.7,USD,travel,pix,AR,mobile,1,0
2820,2026-01-10 18:55:00,708,20.21,USD,utilities,pix,US,desktop,1,0
2821,2026-01-10 19:00:00,541,63.66,USD,groceries,bank_transfer,BR,mobile,1,0
2822,2026-01-10 19:05:00,831,19.87,USD,entertainment,pix,CO,desktop,1,0
2823,2026-01-10 19:10:00,127,26.47,USD,utilities,pix,PT,desktop,1,0
2824,2026-01-10 19:15:00,976,2.94,USD,utilities,card,BR,mobile,1,0
2825,2026-01-10 19:20:00,620,24.49,USD,utilities,pix,BR,mobile,0,0
2826,2026-01-10 19:25:00,843,36.27,USD,transport,digital_wallet,AR,mobile,1,0
2827,2026-01-10 19:30:00,362,21.98,USD,groceries,card,MX,mobile,1,0
2828,2026-01-10 19:35:00,944,191.75,USD,online_services,card,BR,desktop,0,0
2829,2026-01-10 19:40:00,627,10.36,USD,entertainment,card,AR,desktop,1,0
2830,2026-01-10 19:45:00,127,18.85,USD,transport,card,BR,mobile,0,0
2831,2026-01-10 19:50:00,923,13.4,USD,utilities,pix,PT,mobile,1,0
2832,2026-01-10 19:55:00,796,18.84,USD,transport,card,US,mobile,1,0
2833,2026-01-10 20:00:00,301,92.89,USD,entertainment,bank_transfer,CL,mobile,1,0
2834,2026-01-10 20:05:00,546,145.19,USD,online_services,card,PT,mobile,1,0
2835,2026-01-10 20:10:00,389,16.43,USD,utilities,card,CL,desktop,1,0
2836,2026-01-10 20:15:00,544,16.07,USD,entertainment,card,PT,mobile,1,0
2837,2026-01-10 20:20:00,966,10.41,USD,restaurants,card,BR,desktop,1,0
2838,2026-01-10 20:25:00,899,122.28,USD,online_services,bank_transfer,BR,mobile,0,0
2839,2026-01-10 20:30:00,216,101.6,USD,electronics,digital_wallet,US,mobile,1,0
2840,2026-01-10 20:35:00,972,29.79,USD,travel,card,BR,mobile,1,0
2841,2026-01-10 20:40:00,438,8.2,USD,travel,card,BR,mobile,1,0
2842,2026-01-10 20:45:00,705,8.97,USD,restaurants,pix,CO,mobile,1,0
2843,2026-01-10 20:50:00,765,39.28,USD,travel,pix,CL,mobile,1,0
2844,2026-01-10 20:55:00,483,57.36,USD,electronics,pix,BR,mobile,1,0
2845,2026-01-10 21:00:00,457,4.19,USD,transport,card,BR,mobile,1,0
2846,2026-01-10 21:05:00,457,24.02,USD,utilities,pix,BR,mobile,1,0
2847,2026-01-10 21:10:00,863,167.05,USD,entertainment,card,BR,mobile,1,0
2848,2026-01-10 21:15:00,387,26.64,USD,electronics,card,BR,mobile,1,0
2849,2026-01-10 21:20:00,280,146.88,USD,groceries,digital_wallet,AR,mobile,1,0
2850,2026-01-10 21:25:00,362,63.37,USD,entertainment,card,MX,mobile,1,0
2851,2026-01-10 21:30:00,195,11.2,USD,entertainment,card,BR,desktop,0,0
2852,2026-01-10 21:35:00,392,24.71,USD,restaurants,card,BR,mobile,1,0
2853,2026-01-10 21:40:00,115,29.12,USD,utilities,card,CL,desktop,1,0
2854,2026-01-10 21:45:00,90,12.77,USD,electronics,digital_wallet,BR,mobile,1,0
2855,2026-01-10 21:50:00,724,12.56,USD,entertainment,card,BR,mobile,0,0
2856,2026-01-10 21:55:00,78,149.42,USD,utilities,pix,BR,mobile,0,0
2857,2026-01-10 22:00:00,569,12.46,USD,entertainment,bank_transfer,CL,mobile,0,0
2858,2026-01-10 22:05:00,780,97.36,USD,online_services,card,BR,mobile,0,0
2859,2026-01-10 22:10:00,725,21.4,USD,groceries,card,BR,mobile,1,0
2860,2026-01-10 22:15:00,447,32.28,USD,transport,card,AR,mobile,1,0
2861,2026-01-10 22:20:00,194,58.08,USD,groceries,card,MX,mobile,1,0
2862,2026-01-10 22:25:00,931,18.2,USD,restaurants,card,CO,mobile,1,0
2863,2026-01-10 22:30:00,836,58.43,USD,transport,pix,US,mobile,1,0
2864,2026-01-10 22:35:00,613,4.28,USD,groceries,card,CL,mobile,0,0
2865,2026-01-10 22:40:00,87,51.4,USD,electronics,pix,BR,mobile,1,0
2866,2026-01-10 22:45:00,36,2.81,USD,restaurants,digital_wallet,BR,mobile,0,0
2867,2026-01-10 22:50:00,316,26.39,USD,groceries,card,BR,mobile,0,0
2868,2026-01-10 22:55:00,158,77.81,USD,utilities,card,BR,mobile,1,0
2869,2026-01-10 23:00:00,861,61.7,USD,entertainment,card,BR,mobile,0,0
2870,2026-01-10 23:05:00,206,9.04,USD,electronics,card,BR,desktop,0,0
2871,2026-01-10 23:10:00,283,10.28,USD,travel,card,CO,mobile,1,0
2872,2026-01-10 23:15:00,976,16.63,USD,transport,pix,CL,mobile,1,0
2873,2026-01-10 23:20:00,819,39.89,USD,electronics,card,BR,mobile,1,0
2874,2026-01-10 23:25:00,219,4.34,USD,utilities,card,AR,mobile,0,0
2875,2026-01-10 23:30:00,384,32.68,USD,travel,card,BR,mobile,0,0
2876,2026-01-10 23:35:00,516,45.22,USD,utilities,pix,AR,mobile,1,0
2877,2026-01-10 23:40:00,665,24.95,USD,electronics,card,AR,mobile,0,0
2878,2026-01-10 23:45:00,937,56.0,USD,transport,pix,BR,desktop,0,0
2879,2026-01-10 23:50:00,872,41.42,USD,online_services,pix,BR,mobile,1,0
2880,2026-01-10 23:55:00,978,19.27,USD,online_services,card,PT,desktop,1,0
2881,2026-01-11 00:00:00,41,4.78,USD,restaurants,pix,AR,desktop,1,0
2882,2026-01-11 00:05:00,237,37.84,USD,electronics,card,AR,mobile,1,0
2883,2026-01-11 00:10:00,564,12.77,USD,utilities,pix,BR,mobile,1,0
2884,2026-01-11 00:15:00,50,18.57,USD,transport,card,BR,mobile,0,0
2885,2026-01-11 00:20:00,356,53.47,USD,entertainment,pix,BR,desktop,0,0
2886,2026-01-11 00:25:00,154,136.64,USD,online_services,pix,PT,tablet,1,0
2887,2026-01-11 00:30:00,933,31.88,USD,restaurants,pix,BR,mobile,0,0
2888,2026-01-11 00:35:00,64,57.63,USD,restaurants,pix,BR,mobile,0,0
2889,2026-01-11 00:40:00,149,7.81,USD,online_services,card,PT,mobile,1,0
2890,2026-01-11 00:45:00,196,42.33,USD,online_services,pix,AR,desktop,0,0
2891,2026-01-11 00:50:00,149,31.19,USD,utilities,card,BR,mobile,1,0
2892,2026-01-11 00:55:00,569,113.21,USD,travel,card,CL,mobile,0,0
2893,2026-01-11 01:00:00,365,19.29,USD,groceries,card,AR,desktop,0,0
2894,2026-01-11 01:05:00,913,26.01,USD,online_services,pix,PT,mobile,1,0
2895,2026-01-11 01:10:00,261,95.47,USD,restaurants,pix,BR,mobile,0,0
2896,2026-01-11 01:15:00,538,30.2,USD,restaurants,bank_transfer,MX,mobile,0,0
2897,2026-01-11 01:20:00,661,10.93,USD,entertainment,pix,BR,mobile,1,0
2898,2026-01-11 01:25:00,626,424.81,USD,electronics,pix,MX,mobile,1,0
2899,2026-01-11 01:30:00,797,11.26,USD,utilities,bank_transfer,MX,mobile,1,0
2900,2026-01-11 01:35:00,202,31.04,USD,utilities,card,MX,mobile,1,0
2901,2026-01-11 01:40:00,508,46.84,USD,utilities,pix,US,mobile,1,0
2902,2026-01-11 01:45:00,801,43.28,USD,utilities,card,CO,desktop,1,0
2903,2026-01-11 01:50:00,864,27.39,USD,travel,card,BR,desktop,1,0
2904,2026-01-11 01:55:00,618,27.53,USD,utilities,digital_wallet,BR,mobile,1,0
2905,2026-01-11 02:00:00,652,26.18,USD,online_services,card,BR,mobile,1,0
2906,2026-01-11 02:05:00,865,10.85,USD,transport,digital_wallet,AR,desktop,1,0
2907,2026-01-11 02:10:00,625,284.35,USD,electronics,bank_transfer,BR,mobile,1,0
2908,2026-01-11 02:15:00,949,26.58,USD,travel,bank_transfer,CO,desktop,1,0
2909,2026-01-11 02:20:00,128,60.16,USD,utilities,pix,CO,desktop,1,0
2910,2026-01-11 02:25:00,348,23.7,USD,electronics,pix,PT,tablet,1,0
2911,2026-01-11 02:30:00,113,23.23,USD,transport,card,BR,mobile,0,0
2912,2026-01-11 02:35:00,91,21.0,USD,transport,card,MX,mobile,1,0
2913,2026-01-11 02:40:00,472,7.03,USD,utilities,bank_transfer,CO,mobile,1,0
2914,2026-01-11 02:45:00,226,28.2,USD,travel,card,PT,mobile,1,0
2915,2026-01-11 02:50:00,408,22.04,USD,transport,pix,CO,mobile,1,0
2916,2026-01-11 02:55:00,438,106.86,USD,entertainment,digital_wallet,BR,mobile,1,0
2917,2026-01-11 03:00:00,621,10.01,USD,entertainment,card,BR,mobile,1,0
2918,2026-01-11 03:05:00,946,18.59,USD,travel,bank_transfer,PT,mobile,1,0
2919,2026-01-11 03:10:00,850,13.48,USD,travel,card,CO,mobile,1,0
2920,2026-01-11 03:15:00,379,140.12,USD,restaurants,card,MX,mobile,1,1
2921,2026-01-11 03:20:00,326,13.88,USD,restaurants,pix,MX,mobile,1,0
2922,2026-01-11 03:25:00,771,58.11,USD,utilities,pix,CO,mobile,1,0
2923,2026-01-11 03:30:00,124,87.37,USD,entertainment,bank_transfer,CO,desktop,1,0
2924,2026-01-11 03:35:00,541,28.61,USD,online_services,card,US,desktop,1,0
2925,2026-01-11 03:40:00,424,8.36,USD,online_services,card,US,desktop,1,0
2926,2026-01-11 03:45:00,183,8.46,USD,transport,bank_transfer,BR,mobile,0,0
2927,2026-01-11 03:50:00,617,78.24,USD,electronics,pix,BR,desktop,1,0
2928,2026-01-11 03:55:00,321,9.39,USD,utilities,pix,BR,mobile,0,0
2929,2026-01-11 04:00:00,186,49.01,USD,groceries,card,BR,desktop,1,0
2930,2026-01-11 04:05:00,654,37.13,USD,utilities,digital_wallet,MX,mobile,1,0
2931,2026-01-11 04:10:00,175,48.29,USD,restaurants,digital_wallet,MX,mobile,1,0
2932,2026-01-11 04:15:00,673,53.07,USD,transport,pix,BR,mobile,0,0
2933,2026-01-11 04:20:00,163,13.02,USD,electronics,card,BR,mobile,1,1
2934,2026-01-11 04:25:00,435,12.48,USD,entertainment,digital_wallet,AR,mobile,1,0
2935,2026-01-11 04:30:00,808,67.69,USD,transport,bank_transfer,MX,mobile,1,0
2936,2026-01-11 04:35:00,229,17.65,USD,online_services,pix,CL,mobile,1,0
2937,2026-01-11 04:40:00,768,2.12,USD,utilities,pix,BR,desktop,0,0
2938,2026-01-11 04:45:00,722,63.36,USD,entertainment,card,BR,mobile,0,0
2939,2026-01-11 04:50:00,903,11.75,USD,utilities,card,AR,mobile,1,0
2940,2026-01-11 04:55:00,169,52.83,USD,groceries,pix,AR,desktop,0,0
2941,2026-01-11 05:00:00,716,133.33,USD,utilities,pix,MX,mobile,1,0
2942,2026-01-11 05:05:00,937,33.68,USD,travel,pix,US,tablet,1,0
2943,2026-01-11 05:10:00,764,89.64,USD,restaurants,bank_transfer,BR,mobile,1,0
2944,2026-01-11 05:15:00,188,38.62,USD,utilities,pix,BR,mobile,0,0
2945,2026-01-11 05:20:00,823,161.97,USD,groceries,bank_transfer,BR,mobile,1,0
2946,2026-01-11 05:25:00,108,11.45,USD,travel,card,BR,desktop,0,0
2947,2026-01-11 05:30:00,589,32.84,USD,travel,digital_wallet,BR,mobile,1,0
2948,2026-01-11 05:35:00,498,64.92,USD,groceries,card,BR,mobile,1,0
2949,2026-01-11 05:40:00,532,27.37,USD,transport,card,BR,mobile,1,0
2950,2026-01-11 05:45:00,520,104.82,USD,groceries,pix,MX,desktop,0,0
2951,2026-01-11 05:50:00,32,21.5,USD,online_services,card,BR,desktop,1,0
2952,2026-01-11 05:55:00,509,262.27,USD,utilities,card,MX,mobile,0,0
2953,2026-01-11 06:00:00,937,276.5,USD,online_services,pix,BR,mobile,0,0
2954,2026-01-11 06:05:00,437,43.91,USD,electronics,card,BR,mobile,0,0
2955,2026-01-11 06:10:00,277,57.55,USD,transport,bank_transfer,BR,desktop,0,0
2956,2026-01-11 06:15:00,995,109.04,USD,online_services,card,BR,mobile,1,0
2957,2026-01-11 06:20:00,99,10.1,USD,transport,card,BR,mobile,1,0
2958,2026-01-11 06:25:00,487,8.92,USD,electronics,card,MX,mobile,0,0
2959,2026-01-11 06:30:00,513,116.33,USD,restaurants,pix,US,mobile,1,0
2960,2026-01-11 06:35:00,478,43.55,USD,utilities,card,BR,mobile,0,0
2961,2026-01-11 06:40:00,922,26.4,USD,groceries,card,BR,desktop,0,0
2962,2026-01-11 06:45:00,422,33.49,USD,groceries,card,BR,mobile,0,0
2963,2026-01-11 06:50:00,974,3.05,USD,utilities,card,CO,mobile,1,0
2964,2026-01-11 06:55:00,67,27.37,USD,utilities,pix,BR,mobile,0,0
2965,2026-01-11 07:00:00,734,15.6,USD,utilities,pix,BR,mobile,1,0
2966,2026-01-11 07:05:00,593,82.94,USD,utilities,card,US,mobile,1,0
2967,2026-01-11 07:10:00,241,89.57,USD,restaurants,card,US,desktop,1,0
2968,2026-01-11 07:15:00,228,58.95,USD,transport,bank_transfer,CL,mobile,1,0
2969,2026-01-11 07:20:00,720,49.18,USD,utilities,card,BR,desktop,0,0
2970,2026-01-11 07:25:00,638,7.41,USD,transport,digital_wallet,BR,desktop,0,0
2971,2026-01-11 07:30:00,612,59.78,USD,utilities,card,BR,mobile,0,0
2972,2026-01-11 07:35:00,51,62.14,USD,online_services,digital_wallet,CL,mobile,1,0
2973,2026-01-11 07:40:00,598,115.03,USD,online_services,card,CO,desktop,1,0
2974,2026-01-11 07:45:00,982,275.4,USD,utilities,pix,BR,mobile,0,0
2975,2026-01-11 07:50:00,18,6.09,USD,utilities,card,US,mobile,1,0
2976,2026-01-11 07:55:00,470,22.46,USD,travel,digital_wallet,AR,mobile,1,0
2977,2026-01-11 08:00:00,495,15.76,USD,groceries,card,MX,mobile,1,0
2978,2026-01-11 08:05:00,897,39.35,USD,electronics,pix,BR,mobile,0,0
2979,2026-01-11 08:10:00,283,33.56,USD,online_services,card,BR,mobile,0,0
2980,2026-01-11 08:15:00,476,26.2,USD,online_services,pix,BR,mobile,1,0
2981,2026-01-11 08:20:00,718,92.54,USD,restaurants,pix,CO,mobile,0,0
2982,2026-01-11 08:25:00,61,11.01,USD,entertainment,pix,BR,desktop,1,0
2983,2026-01-11 08:30:00,802,11.69,USD,transport,pix,BR,mobile,0,0
2984,2026-01-11 08:35:00,823,11.89,USD,electronics,bank_transfer,MX,mobile,1,0
2985,2026-01-11 08:40:00,720,23.1,USD,entertainment,pix,CO,desktop,1,1
2986,2026-01-11 08:45:00,649,9.69,USD,electronics,card,CL,desktop,1,0
2987,2026-01-11 08:50:00,748,31.55,USD,travel,card,CL,mobile,1,0
2988,2026-01-11 08:55:00,782,28.06,USD,groceries,pix,CL,mobile,1,0
2989,2026-01-11 09:00:00,904,15.08,USD,transport,card,CL,mobile,1,0
2990,2026-01-11 09:05:00,429,79.34,USD,utilities,pix,BR,mobile,1,0
2991,2026-01-11 09:10:00,457,31.2,USD,travel,card,BR,desktop,1,0
2992,2026-01-11 09:15:00,638,95.84,USD,utilities,digital_wallet,BR,mobile,0,0
2993,2026-01-11 09:20:00,194,27.25,USD,online_services,pix,BR,mobile,1,0
2994,2026-01-11 09:25:00,857,32.32,USD,transport,pix,AR,desktop,1,0
2995,2026-01-11 09:30:00,771,18.86,USD,transport,bank_transfer,AR,mobile,1,0
2996,2026-01-11 09:35:00,632,32.88,USD,transport,bank_transfer,BR,mobile,1,1
2997,2026-01-11 09:40:00,302,67.51,USD,travel,card,MX,mobile,1,0
2998,2026-01-11 09:45:00,348,21.95,USD,transport,card,CO,mobile,1,0
2999,2026-01-11 09:50:00,435,55.61,USD,electronics,pix,AR,mobile,1,0
3000,2026-01-11 09:55:00,663,14.69,USD,restaurants,card,US,mobile,1,0
3001,2026-01-11 10:00:00,779,70.74,USD,electronics,card,BR,mobile,0,0
3002,2026-01-11 10:05:00,672,18.54,USD,online_services,card,BR,mobile,1,0
3003,2026-01-11 10:10:00,930,77.61,USD,electronics,card,BR,mobile,1,0
3004,2026-01-11 10:15:00,961,35.2,USD,utilities,card,AR,mobile,1,0
3005,2026-01-11 10:20:00,705,151.56,USD,electronics,card,BR,mobile,0,0
3006,2026-01-11 10:25:00,371,10.44,USD,electronics,card,US,mobile,1,0
3007,2026-01-11 10:30:00,600,7.57,USD,entertainment,pix,BR,mobile,1,0
3008,2026-01-11 10:35:00,426,17.88,USD,groceries,card,AR,desktop,1,0
3009,2026-01-11 10:40:00,630,8.29,USD,transport,card,AR,mobile,0,0
3010,2026-01-11 10:45:00,813,8.31,USD,restaurants,bank_transfer,BR,mobile,0,0
3011,2026-01-11 10:50:00,370,61.65,USD,restaurants,pix,CO,mobile,1,0
3012,2026-01-11 10:55:00,506,32.98,USD,entertainment,bank_transfer,CL,mobile,1,0
3013,2026-01-11 11:00:00,46,20.5,USD,restaurants,digital_wallet,CO,mobile,1,0
3014,2026-01-11 11:05:00,737,22.49,USD,restaurants,pix,CL,mobile,1,0
3015,2026-01-11 11:10:00,490,18.22,USD,travel,bank_transfer,AR,mobile,1,0
3016,2026-01-11 11:15:00,460,172.5,USD,transport,card,BR,desktop,0,0
3017,2026-01-11 11:20:00,533,15.87,USD,groceries,pix,CO,desktop,1,0
3018,2026-01-11 11:25:00,216,8.83,USD,online_services,pix,BR,mobile,0,0
3019,2026-01-11 11:30:00,598,73.41,USD,online_services,pix,BR,mobile,0,0
3020,2026-01-11 11:35:00,746,26.69,USD,travel,card,BR,mobile,1,0
3021,2026-01-11 11:40:00,350,254.37,USD,travel,digital_wallet,CL,mobile,1,0
3022,2026-01-11 11:45:00,132,19.57,USD,utilities,card,BR,mobile,1,0
3023,2026-01-11 11:50:00,387,77.17,USD,online_services,bank_transfer,PT,desktop,1,0
3024,2026-01-11 11:55:00,199,97.73,USD,groceries,digital_wallet,BR,mobile,0,0
3025,2026-01-11 12:00:00,374,19.66,USD,groceries,bank_transfer,BR,desktop,0,0
3026,2026-01-11 12:05:00,627,15.75,USD,transport,card,BR,mobile,0,0
3027,2026-01-11 12:10:00,114,69.5,USD,transport,card,BR,desktop,0,0
3028,2026-01-11 12:15:00,748,58.84,USD,online_services,pix,BR,mobile,1,0
3029,2026-01-11 12:20:00,225,8.08,USD,travel,pix,CO,mobile,1,0
3030,2026-01-11 12:25:00,895,10.71,USD,utilities,card,BR,mobile,0,0
3031,2026-01-11 12:30:00,733,2.62,USD,entertainment,pix,BR,mobile,1,0
3032,2026-01-11 12:35:00,273,60.06,USD,entertainment,digital_wallet,BR,mobile,1,0
3033,2026-01-11 12:40:00,564,25.49,USD,online_services,card,BR,mobile,1,0
3034,2026-01-11 12:45:00,111,28.16,USD,travel,card,US,desktop,1,0
3035,2026-01-11 12:50:00,100,6.1,USD,utilities,pix,BR,desktop,0,0
3036,2026-01-11 12:55:00,957,11.04,USD,transport,pix,CO,mobile,1,0
3037,2026-01-11 13:00:00,803,20.53,USD,transport,digital_wallet,AR,mobile,1,0
3038,2026-01-11 13:05:00,155,16.91,USD,travel,pix,BR,desktop,1,0
3039,2026-01-11 13:10:00,283,37.26,USD,online_services,card,MX,tablet,1,0
3040,2026-01-11 13:15:00,198,59.35,USD,groceries,pix,BR,mobile,1,0
3041,2026-01-11 13:20:00,396,320.41,USD,travel,bank_transfer,US,mobile,1,0
3042,2026-01-11 13:25:00,292,32.46,USD,restaurants,card,AR,mobile,1,0
3043,2026-01-11 13:30:00,329,101.03,USD,online_services,card,BR,mobile,1,0
3044,2026-01-11 13:35:00,530,14.44,USD,travel,pix,US,desktop,1,0
3045,2026-01-11 13:40:00,190,6.2,USD,groceries,card,BR,mobile,0,0
3046,2026-01-11 13:45:00,883,23.28,USD,groceries,digital_wallet,PT,mobile,1,0
3047,2026-01-11 13:50:00,728,6.7,USD,entertainment,card,US,mobile,1,0
3048,2026-01-11 13:55:00,761,33.6,USD,restaurants,card,BR,mobile,1,0
3049,2026-01-11 14:00:00,170,15.17,USD,groceries,digital_wallet,BR,mobile,0,0
3050,2026-01-11 14:05:00,709,4.69,USD,restaurants,card,MX,mobile,1,0
3051,2026-01-11 14:10:00,837,187.92,USD,restaurants,card,BR,mobile,0,0
3052,2026-01-11 14:15:00,176,19.35,USD,transport,card,CO,mobile,1,0
3053,2026-01-11 14:20:00,752,6.44,USD,entertainment,digital_wallet,BR,mobile,0,0
3054,2026-01-11 14:25:00,358,81.3,USD,utilities,digital_wallet,BR,desktop,1,0
3055,2026-01-11 14:30:00,788,15.98,USD,travel,card,AR,desktop,1,0
